"SOURCE_TABLE","SOURCE_COLUMN","SOURCE_VALUE","SOURCE_DESCRIPTION","TARGET_TABLE","TARGET_COLUMN","TARGET_CONCEPT_ID_CHAR","COMMENTS","TARGET_CONCEPT_ID"
"PRESCRIBING","RX_ROUTE","SUBORBITAL","Suborbital  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4166865","From N3C","4166865"
"PRESCRIBING","RX_ROUTE","SUBTENDINOUS","Subtendinous  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4302493","From N3C","4302493"
"PRESCRIBING","RX_ROUTE","SURGICAL_CAVITY","Surgical  cavity  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4170771","From N3C","4170771"
"PRESCRIBING","RX_ROUTE","SURGICAL_DRAIN","Surgical  drain  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4304412","From N3C","4304412"
"PRESCRIBING","RX_ROUTE","TOPICAL","Topical  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4263689","From N3C","4263689"
"PRESCRIBING","RX_ROUTE","TRANSCERVICAL","Transcervical  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4304730","From N3C","4304730"
"PRESCRIBING","RX_ROUTE","TRANSDERMAL","Transdermal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4262099","From N3C","4262099"
"PRESCRIBING","RX_ROUTE","TRANSENDOCARDIAL","Transendocardial  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","40487850","From N3C","40487850"
"PRESCRIBING","RX_ROUTE","TRANSMUCOSAL","Transmucosal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4232601","From N3C","4232601"
"PRESCRIBING","RX_ROUTE","TRANSPLACENTAL","Transplacental  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","40487858","From N3C","40487858"
"PRESCRIBING","RX_ROUTE","TRANSTRACHEAL","Transtracheal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","40491832","From N3C","40491832"
"PRESCRIBING","RX_ROUTE","TRANSTYMPANIC","Transtympanic  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","40491830","From N3C","40491830"
"PRESCRIBING","RX_ROUTE","TRANSURETHRAL","Transurethral  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4305382","From N3C","4305382"
"PRESCRIBING","RX_ROUTE","TUMOR_CAVITY","Tumor  cavity  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4169472","From N3C","4169472"
"PRESCRIBING","RX_ROUTE","INTRAOSSEOUS","Intraosseous  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4213522","From N3C","4213522"
"PRESCRIBING","RX_ROUTE","INTRAOVARIAN","Intraovarian  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4306657","From N3C","4306657"
"PRESCRIBING","RX_ROUTE","INTRAPERICARDIAL","Intrapericardial  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","40492305","From N3C","40492305"
"PRESCRIBING","RX_ROUTE","INTRAPERITONEAL","Intraperitoneal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4243022","From N3C","4243022"
"PRESCRIBING","RX_ROUTE","INTRAPLEURAL","Intrapleural  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4156707","From N3C","4156707"
"PRESCRIBING","RX_ROUTE","INTRAPROSTATIC","Intraprostatic  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4171725","From N3C","4171725"
"PRESCRIBING","RX_ROUTE","INTRAPULMONARY","Intrapulmonary  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4169270","From N3C","4169270"
"PRESCRIBING","RX_ROUTE","INTRASINAL","Intrasinal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4169440","From N3C","4169440"
"PRESCRIBING","RX_ROUTE","INTRASPINAL","Intraspinal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4302788","From N3C","4302788"
"PRESCRIBING","RX_ROUTE","INTRASTERNAL","Intrasternal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4186837","From N3C","4186837"
"PRESCRIBING","RX_ROUTE","INTRASYNOVIAL","Intrasynovial  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4302352","From N3C","4302352"
"PRESCRIBING","RX_ROUTE","INTRATENDINOUS","Intratendinous  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4303939","From N3C","4303939"
"PRESCRIBING","RX_ROUTE","INTRATESTICULAR","Intratesticular  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4171067","From N3C","4171067"
"PRESCRIBING","RX_ROUTE","INTRATHECAL","Intrathecal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4217202","From N3C","4217202"
"PRESCRIBING","RX_ROUTE","INTRATHORACIC","Intrathoracic  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4167393","From N3C","4167393"
"PRESCRIBING","RX_ROUTE","INTRATRACHEAL","Intratracheal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4229543","From N3C","4229543"
"PRESCRIBING","RX_ROUTE","INTRATUMOR","Intratumor  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","40491322","From N3C","40491322"
"PRESCRIBING","RX_ROUTE","INTRATYMPANIC","Intratympanic  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4168656","From N3C","4168656"
"PRESCRIBING","RX_ROUTE","INTRAUTERINE","Intrauterine  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4269621","From N3C","4269621"
"PRESCRIBING","RX_ROUTE","INTRAVASCULAR","Intravascular  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","40492287","From N3C","40492287"
"PRESCRIBING","RX_ROUTE","INTRAVENOUS","Intravenous  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4171047","From N3C","4171047"
"PRESCRIBING","RX_ROUTE","INTRAVENOUS_CENTRAL","Intravenous  central  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4170113","From N3C","4170113"
"PRESCRIBING","RX_ROUTE","INTRAVENOUS_PERIPHERAL","Intravenous  peripheral  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4171884","From N3C","4171884"
"PRESCRIBING","RX_ROUTE","INTRAVENTRICULAR_CARDIAC","Intraventricular  route  -  cardiac  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4222259","From N3C","4222259"
"PRESCRIBING","RX_ROUTE","INTRAVESICAL","Intravesical  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4186838","From N3C","4186838"
"PRESCRIBING","RX_ROUTE","INTRAVITREAL","Intravitreal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4302785","From N3C","4302785"
"PRESCRIBING","RX_ROUTE","JEJUNOSTOMY","Jejunostomy  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4133177","From N3C","4133177"
"PRESCRIBING","RX_ROUTE","ENDOCERVICAL","Endocervical  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4186831","From N3C","4186831"
"PRESCRIBING","RX_ROUTE","ENDOSINUSIAL","Endosinusial  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4157756","From N3C","4157756"
"PRESCRIBING","RX_ROUTE","ENDOTRACHEOPULMONARY","Endotracheopulmonary  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4186832","From N3C","4186832"
"PRESCRIBING","RX_ROUTE","ENTERAL","Enteral  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4167540","From N3C","4167540"
"PRESCRIBING","RX_ROUTE","EPIDURAL","Epidural  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4225555","From N3C","4225555"
"PRESCRIBING","RX_ROUTE","ESOPHAGOSTOMY","Esophagostomy  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4172191","From N3C","4172191"
"PRESCRIBING","RX_ROUTE","EXTRA_AMNIOTIC","Extra-amniotic  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4186833","From N3C","4186833"
"PRESCRIBING","RX_ROUTE","EXTRACORPOREAL","Extracorporeal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","35624178","From N3C","35624178"
"PRESCRIBING","RX_ROUTE","FISTULA","Fistula  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4304277","From N3C","4304277"
"PRESCRIBING","RX_ROUTE","ARTERIOVENOUS_FISTULA","Arteriovenous  fistula  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","44783786","From N3C","44783786"
"PRESCRIBING","RX_ROUTE","ARTERIOVENOUS_GRAFT","Arteriovenous  graft  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","762840","From N3C","762840"
"PRESCRIBING","RX_ROUTE","BODY_CAVITY","Body  cavity  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4222254","From N3C","4222254"
"PRESCRIBING","RX_ROUTE","BUCCAL","Buccal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4181897","From N3C","4181897"
"PRESCRIBING","RX_ROUTE","CAUDAL","Caudal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4220455","From N3C","4220455"
"PRESCRIBING","RX_ROUTE","COLOSTOMY","Colostomy  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4168047","From N3C","4168047"
"PRESCRIBING","RX_ROUTE","CONJUNCTIVAL","Conjunctival  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","40486444","From N3C","40486444"
"PRESCRIBING","RX_ROUTE","CUTANEOUS","Cutaneous  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","40490507","From N3C","40490507"
"PRESCRIBING","RX_ROUTE","DENTAL","Dental  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4163765","From N3C","4163765"
"PRESCRIBING","RX_ROUTE","DIGESTIVE_TRACT","Digestive  tract  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","40487501","From N3C","40487501"
"PRESCRIBING","RX_ROUTE","GASTRO_INTESTINAL_STOMA","Gastro-intestinal  stoma  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4168665","From N3C","4168665"
"PRESCRIBING","RX_ROUTE","GASTROENTERAL","Gastroenteral  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4186834","From N3C","4186834"
"PRESCRIBING","RX_ROUTE","GASTROSTOMY","Gastrostomy  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4132254","From N3C","4132254"
"PRESCRIBING","RX_ROUTE","GINGIVAL","Gingival  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4156704","From N3C","4156704"
"PRESCRIBING","RX_ROUTE","ILEOSTOMY","Ileostomy  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4305679","From N3C","4305679"
"PRESCRIBING","RX_ROUTE","INTERSTITIAL","Interstitial  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4327128","From N3C","4327128"
"PRESCRIBING","RX_ROUTE","INTRA_ARTERIAL","Intra-arterial  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4240824","From N3C","4240824"
"PRESCRIBING","RX_ROUTE","INTRA_ARTICULAR","Intra-articular  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4006860","From N3C","4006860"
"PRESCRIBING","RX_ROUTE","INTRAABDOMINAL","Intraabdominal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4304882","From N3C","4304882"
"PRESCRIBING","RX_ROUTE","INTRAAMNIOTIC","Intraamniotic  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4163767","From N3C","4163767"
"PRESCRIBING","RX_ROUTE","INTRABILIARY","Intrabiliary  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4223965","From N3C","4223965"
"PRESCRIBING","RX_ROUTE","INTRABRONCHIAL","Intrabronchial  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4303263","From N3C","4303263"
"PRESCRIBING","RX_ROUTE","INTRABURSAL","Intrabursal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4163768","From N3C","4163768"
"PRESCRIBING","RX_ROUTE","INTRACAMERAL","Intracameral  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4303409","From N3C","4303409"
"PRESCRIBING","RX_ROUTE","LARYNGEAL","Laryngeal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4170440","From N3C","4170440"
"PRESCRIBING","RX_ROUTE","LOWER_RESPIRATORY_TRACT","Lower  respiratory  tract  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","40490898","From N3C","40490898"
"PRESCRIBING","RX_ROUTE","UN","Unknown","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","0","From N3C","0"
"PRESCRIBING","RX_ROUTE","URETERAL","Ureteral  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4304571","From N3C","4304571"
"PRESCRIBING","RX_ROUTE","URETHRAL","Urethral  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4233974","From N3C","4233974"
"PRESCRIBING","RX_ROUTE","UROSTOMY","Urostomy  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4170435","From N3C","4170435"
"PRESCRIBING","RX_ROUTE","VAGINAL","Vaginal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4057765","From N3C","4057765"
"PRESCRIBING","RX_ROUTE","OPHTHALMIC","Ophthalmic  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","40549429","From N3C","40549429"
"PRESCRIBING","RX_ROUTE","ORAL","Oral  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4132161","From N3C","4132161"
"PRESCRIBING","RX_ROUTE","OROGASTRIC","Orogastric  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4303795","From N3C","4303795"
"PRESCRIBING","RX_ROUTE","OROMUCOSAL","Oromucosal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4186839","From N3C","4186839"
"PRESCRIBING","RX_ROUTE","OROPHARYNGEAL","Oropharyngeal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4303277","From N3C","4303277"
"PRESCRIBING","RX_ROUTE","OT","Other","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","0","From N3C","0"
"PRESCRIBING","RX_ROUTE","OTIC","Otic  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4023156","From N3C","4023156"
"PRESCRIBING","RX_ROUTE","PARACERVICAL","Paracervical  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4303515","From N3C","4303515"
"PRESCRIBING","RX_ROUTE","PARAVERTEBRAL","Paravertebral  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4170267","From N3C","4170267"
"PRESCRIBING","RX_ROUTE","PERCUTANEOUS","Percutaneous  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","35627167","From N3C","35627167"
"PRESCRIBING","RX_ROUTE","PERIARTICULAR","Periarticular  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","35627167","From N3C","35627167"
"PRESCRIBING","RX_ROUTE","PERIBULBAR","Peribulbar  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4304274","From N3C","4304274"
"PRESCRIBING","RX_ROUTE","PERIDURAL","Peridural  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","40490896","From N3C","40490896"
"PRESCRIBING","RX_ROUTE","PERINEURAL","Perineural  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4157761","From N3C","4157761"
"PRESCRIBING","RX_ROUTE","PERIODONTAL","Periodontal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","40490866","From N3C","40490866"
"PRESCRIBING","RX_ROUTE","PERIOSTEAL","Periosteal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4171893","From N3C","4171893"
"PRESCRIBING","RX_ROUTE","PERITENDINOUS","Peritendinous  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4305564","From N3C","4305564"
"PRESCRIBING","RX_ROUTE","PERIURETHRAL","Periurethral  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4303646","From N3C","4303646"
"PRESCRIBING","RX_ROUTE","MUCOUS_FISTULA","Mucous  fistula  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4171243","From N3C","4171243"
"PRESCRIBING","RX_ROUTE","NASAL","Nasal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4262914","From N3C","4262914"
"PRESCRIBING","RX_ROUTE","NASODUODENAL","Nasoduodenal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4172316","From N3C","4172316"
"PRESCRIBING","RX_ROUTE","NASOGASTRIC","Nasogastric  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4132711","From N3C","4132711"
"PRESCRIBING","RX_ROUTE","NASOJEJUNAL","Nasojejunal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4305834","From N3C","4305834"
"PRESCRIBING","RX_ROUTE","NI","No  information","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_SECONDARY","3119","Department  of  Defense  -  (other)","","","375","From N3C","375"
"ENCOUNTER","PAYER_TYPE_SECONDARY","312","Military  Treatment  Facility","","","375","From N3C","375"
"ENCOUNTER","PAYER_TYPE_SECONDARY","32123","Contract  Nursing  Home/Community  Nursing  Home","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_SECONDARY","32124","State  Veterans  Home","","","295","From N3C","295"
"ENCOUNTER","PAYER_TYPE_SECONDARY","3221","Civilian  Health  and  Medical  Program  for  the  VA  (CHAMPVA)","","","375","From N3C","375"
"ENCOUNTER","PAYER_TYPE_SECONDARY","349","Other","","","435","From N3C","435"
"ENCOUNTER","PAYER_TYPE_SECONDARY","43","Corrections  Local","","","325","From N3C","325"
"ENCOUNTER","PAYER_TYPE_SECONDARY","5","PRIVATE  HEALTH  INSURANCE","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_SECONDARY","517","Commercial  Managed  Care  -  Dental","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_SECONDARY","53",""Managed  Care  (private)  or  private  health  insurance  (indemnity)","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_SECONDARY","562","Vision  Other  Private  Insurance","","","344","From N3C","344"
"ENCOUNTER","PAYER_TYPE_SECONDARY","821","Charity","","","435","From N3C","435"
"ENCOUNTER","PAYER_TYPE_SECONDARY","823","Research/Clinical  Trial","","","435","From N3C","435"
"ENCOUNTER","PAYER_TYPE_SECONDARY","96","Auto  Insurance  (includes  no  fault)","","","344","From N3C","344"
"ENCOUNTER","PAYER_TYPE_SECONDARY","9999","Unavailable  /  No  Payer  Specified  /  Blank","","","435","From N3C","435"
"ENCOUNTER","ENC_TYPE","OA","","VISIT_OCCURRENCE","VISIT_CONCEPT_ID","9202","From N3C","9202"
"ENCOUNTER","FACILITY_TYPE","FREE_STANDING_MENTAL_HEALTH_CENTER","CLINIC/CENTER_AMBULATORY_OUTPATIENT_CARE-subset","","","38004231","From N3C","38004231"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_BIRTHING_CENTER","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","8650","From N3C","8650"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_OUTPATIENT_MENTAL_HEALTH_CENTER","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","38004231","From N3C","38004231"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_OUTPATIENT_ONCOLOGY_CLINIC","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","38004268","From N3C","38004268"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_OUTPATIENT_OTORHINOLARYNGOLOGY_CLINIC","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","9202","From N3C","9202"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_OUTPATIENT_UROLOGY_CLINIC","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","9202","From N3C","9202"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_PRISON","INPATIENT_HEALTH_FACILITY_CARE-subset","","","38004248","From N3C","38004248"
"ENCOUNTER","FACILITY_TYPE","NI","No  information","","","0","From N3C","0"
"ENCOUNTER","FACILITY_TYPE","PRIVATE_PHYSICIANS_GROUP_OFFICE","INDEPENDENT_PROVIDER_OF_OUTPATIENT_AMBULATORY_CARE-subset","","","8716","From N3C","8716"
"ENCOUNTER","PAYER_TYPE_PRIMARY","1","MEDICARE","","","280","From N3C","280"
"ENCOUNTER","PAYER_TYPE_PRIMARY","112","Medicare  PPO","","","280","From N3C","280"
"ENCOUNTER","PAYER_TYPE_PRIMARY","211","Medicaid  HMO","","","289","From N3C","289"
"ENCOUNTER","PAYER_TYPE_PRIMARY","25","Medicaid  -  Out  of  State","","","289","From N3C","289"
"ENCOUNTER","PAYER_TYPE_PRIMARY","311","TRICARE  (CHAMPUS)","","","375","From N3C","375"
"ENCOUNTER","PAYER_TYPE_PRIMARY","3114","TRICARE  For  Life--Medicare  Supplement","","","375","From N3C","375"
"ENCOUNTER","PAYER_TYPE_PRIMARY","3121","Enrolled  Prime�HMO","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_PRIMARY","32126","Other  Federal  Agency","","","295","From N3C","295"
"ENCOUNTER","PAYER_TYPE_PRIMARY","32127","Dental  Care","","","344","From N3C","344"
"ENCOUNTER","ENC_TYPE","IC","","VISIT_OCCURRENCE","VISIT_CONCEPT_ID","42898160","From N3C","42898160"
"ENCOUNTER","FACILITY_TYPE","ADULT_DAY_CARE_CENTER","OTHER_CARE_SITE-subset","","","0","From N3C","0"
"ENCOUNTER","FACILITY_TYPE","AMBULANCE_BASED_CARE","OTHER_OUTPATIENT_CARE_SITE-subset","","","8756","From N3C","8756"
"ENCOUNTER","FACILITY_TYPE","DIALYSIS_UNIT_HOSPITAL","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","38004207","From N3C","38004207"
"ENCOUNTER","FACILITY_TYPE","EMERGENCY_DEPARTMENT_HOSPITAL","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","8870","From N3C","8870"
"ENCOUNTER","FACILITY_TYPE","FREE_STANDING_AMBULATORY_SURGERY_FACILITY","CLINIC/CENTER_AMBULATORY_OUTPATIENT_CARE-subset","","","8883","From N3C","8883"
"ENCOUNTER","FACILITY_TYPE","FREE_STANDING_GERIATRIC_HEALTH_CENTER","CLINIC/CENTER_AMBULATORY_OUTPATIENT_CARE-subset","","","38004207","From N3C","38004207"
"ENCOUNTER","FACILITY_TYPE","HEALTH_ENCOUNTER_SITE_NOT_LISTED","OTHER_CARE_SITE-subset","","","0","From N3C","0"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_BASED_OUTPATIENT_CLINIC_OR_DEPARTMENT_OTHER","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","8756","From N3C","8756"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_COMMUNITY","INPATIENT_HEALTH_FACILITY_CARE-subset","","","8717","From N3C","8717"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_MILITARY_FIELD","INPATIENT_HEALTH_FACILITY_CARE-subset","","","38004236","From N3C","38004236"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_OUTPATIENT_FAMILY_MEDICINE_CLINIC","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","38004453","From N3C","38004453"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_OUTPATIENT_GASTROENTEROLOGY_CLINIC","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","9202","From N3C","9202"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_OUTPATIENT_GYNECOLOGY_CLINIC","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","9202","From N3C","9202"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_SHIP","OTHER_OUTPATIENT_CARE_SITE-subset","","","38004285","From N3C","38004285"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_TRAUMA_CENTER","INPATIENT_HEALTH_FACILITY_CARE-subset","","","8717","From N3C","8717"
"ENCOUNTER","FACILITY_TYPE","INDEPENDENT_AMBULATORY_CARE_PROVIDER_SITE_OTHER","INDEPENDENT_PROVIDER_OF_OUTPATIENT_AMBULATORY_CARE-subset","","","38004216","From N3C","38004216"
"ENCOUNTER","FACILITY_TYPE","PRIVATE_RESIDENTIAL_HOME","OTHER_CARE_SITE-subset","","","0","From N3C","0"
"ENCOUNTER","FACILITY_TYPE","SKILLED_NURSING_FACILITY","INPATIENT_HEALTH_FACILITY_CARE-subset","","","8863","From N3C","8863"
"ENCOUNTER","FACILITY_TYPE","WALK_IN_CLINIC","CLINIC/CENTER_AMBULATORY_OUTPATIENT_CARE-subset","","","38003620","From N3C","38003620"
"ENCOUNTER","PAYER_TYPE_PRIMARY","13","Medicare  Hospice","","","280","From N3C","280"
"ENCOUNTER","PAYER_TYPE_PRIMARY","19","Medicare  Other","","","280","From N3C","280"
"ENCOUNTER","PAYER_TYPE_PRIMARY","212","Medicaid  PPO","","","289","From N3C","289"
"ENCOUNTER","PAYER_TYPE_PRIMARY","22","Medicaid  (Non-managed  Care  Plan)","","","289","From N3C","289"
"ENCOUNTER","PAYER_TYPE_PRIMARY","29","Medicaid  Other","","","289","From N3C","289"
"ENCOUNTER","PAYER_TYPE_PRIMARY","291","Medicaid  Pharmacy  Benefit  Manager","","","289","From N3C","289"
